"contrast","cellline","time","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"Control - Migration","HCC38","22",-0.246716181093189,0.441527575580714,71.0000000000001,-0.55877864654025,0.57807096347315,"PGK2",0.989440426716571
"Control - Migration","HCC1143","0",-0.0177704249833906,0.0690046804384646,71.0000000000028,-0.257524922519387,0.797518499538361,"TCA",0.999999999998754
"Control - Migration","HCC38","0",0.0163285477241128,0.0690046804384647,71.0000000000011,0.236629568028706,0.813625549221889,"TCA",0.956523789918559
"Control - Migration","HCC1143","12",-0.0751664669958563,0.0690046804384647,71.0000000000001,-1.0892951973437,0.279707216495365,"TCA",0.999999999999906
"Control - Migration","HCC38","12",-0.0693237155264549,0.0690046804384648,70.9999999999998,-1.00462338331201,0.31848987164497,"TCA",0.999999999999991
"Control - Migration","HCC1143","18",0.00991625414146546,0.0738110087312967,71.0000000000001,0.134346546835105,0.893508657943608,"TCA",0.99999999999993
"Control - Migration","HCC38","18",0.0958619091165586,0.0690046804384648,70.9999999999998,1.38920879725027,0.169111042435478,"TCA",0.710296435585803
"Control - Migration","HCC1143","22",0.076947270141325,0.0690046804384648,70.9999999999998,1.11510218803119,0.26856686170084,"TCA",0.999999999999908
"Control - Migration","HCC38","22",0.0671579343772995,0.0690046804384648,70.9999999999998,0.973237379704814,0.333739501502368,"TCA",0.876066191443716
"Control - Migration","HCC1143","0",2.60532422800553e-13,0.0531734156441658,71.0000000000018,4.89967438887177e-12,0.999999999996104,"TCDCA",0.999999999998754
"Control - Migration","HCC38","0",-5.33762850790726e-14,0.0531734156441659,70.9999999999998,-1.00381524174156e-12,0.999999999999202,"TCDCA",0.999999999999446
"Control - Migration","HCC1143","12",2.01967990664019e-14,0.0531734156441659,71.0000000000001,3.79828882943273e-13,0.999999999999698,"TCDCA",0.999999999999906
"Control - Migration","HCC38","12",-6.52209572389018e-16,0.0531734156441659,70.9999999999998,-1.22657076753086e-14,0.99999999999999,"TCDCA",0.999999999999991
"Control - Migration","HCC1143","18",1.98545827196612e-14,0.0568770614028761,70.9999999999998,3.49078912129894e-13,0.999999999999722,"TCDCA",0.99999999999993
"Control - Migration","HCC38","18",0.116992500144235,0.053173415644166,70.9999999999998,2.20020660186931,0.0310474896000062,"TCDCA",0.41134898167199
"Control - Migration","HCC1143","22",1.42702631727252e-14,0.053173415644166,70.9999999999998,2.68372136712471e-13,0.999999999999787,"TCDCA",0.999999999999908
"Control - Migration","HCC38","22",0.116992500144236,0.0531734156441659,71.0000000000001,2.20020660186933,0.0310474896000051,"TCDCA",0.276592222033697
"Control - Migration","HCC1143","0",2.32730899338568e-13,0.0924679411573057,71.0000000000028,2.51688202879577e-12,0.999999999997999,"TDCA",0.999999999998754
"Control - Migration","HCC38","0",-6.44356934715198e-14,0.0924679411573053,71.0000000000001,-6.96843605092306e-13,0.999999999999446,"TDCA",0.999999999999446
"Control - Migration","HCC1143","12",1.12302911386929e-14,0.0924679411573053,71.0000000000001,1.21450645468445e-13,0.999999999999903,"TDCA",0.999999999999906
"Control - Migration","HCC38","12",1.0277338118629e-15,0.0924679411573054,70.9999999999998,1.11144878862884e-14,0.999999999999991,"TDCA",0.999999999999991
"Control - Migration","HCC1143","18",0.361654166907072,0.0989085373425848,70.9999999999998,3.65645046043323,0.000487013725319606,"TDCA",0.0204545764634234
"Control - Migration","HCC38","18",-1.70807920758798e-15,0.0924679411573054,70.9999999999998,-1.8472123270077e-14,0.999999999999985,"TDCA",0.999999999999992
"Control - Migration","HCC1143","22",1.07408223711237e-14,0.0924679411573055,70.9999999999998,1.16157256630723e-13,0.999999999999908,"TDCA",0.999999999999908
"Control - Migration","HCC38","22",6.71381623964804e-15,0.0924679411573054,70.9999999999998,7.26069614573398e-14,0.999999999999942,"TDCA",0.999999999999988
"Control - Migration","HCC1143","0",3.01593325085764e-13,4.24802512802468e-14,70.9533979666025,7.09961254927895,7.7315619160299e-10,"THDCA",3.24725600473256e-08
"Control - Migration","HCC38","0",-7.21414983118474e-14,4.24802512802469e-14,70.9533979666029,-1.69823614827328,0.0938449161738861,"THDCA",0.563069497043316
"Control - Migration","HCC1143","12",2.68501339251913e-14,4.24802512802469e-14,70.9533979666029,0.632061560748735,0.529378067613137,"THDCA",0.999999999999906
"Control - Migration","HCC38","12",-6.1352957866335e-16,4.24802512802469e-14,70.9533979666025,-0.0144427012593647,0.988517326424574,"THDCA",0.999999999999991
"Control - Migration","HCC1143","18",3.35848670752461e-14,4.54325447115427e-14,70.973051848586,0.739224872577157,0.462208386640998,"THDCA",0.99999999999993
"Control - Migration","HCC38","18",-3.21885294311731e-15,4.24802512802469e-14,70.9533979666029,-0.0757729261506054,0.939813000768928,"THDCA",0.999999999999992
"Control - Migration","HCC1143","22",2.56658960322581e-14,4.24802512802469e-14,70.9533979666022,0.604184185798181,0.547648250553684,"THDCA",0.999999999999908
"Control - Migration","HCC38","22",5.70708314270134e-16,4.24802512802469e-14,70.9533979666025,0.0134346736911961,0.989318708287944,"THDCA",0.999999999999988
"Control - Migration","HCC1143","0",0.0218228920310255,0.0658963112104847,70.0117937025169,0.331170161578836,0.741505151102439,"TLCA",0.999999999998754
"Control - Migration","HCC38","0",0.0618982759357654,0.0658963112104846,70.0117937025185,0.939328390295646,0.350791675193814,"TLCA",0.944942193014634
"Control - Migration","HCC1143","12",0.0234730670976209,0.0658963112104847,70.0117937025192,0.356212156134867,0.72275289612242,"TLCA",0.999999999999906
"Control - Migration","HCC38","12",0.0513452944086092,0.0658963112104847,70.0117937025185,0.779183135829912,0.438497727702644,"TLCA",0.999999999999991
"Control - Migration","HCC1143","18",0.027606495926931,0.0703980841787645,70.4042492032872,0.392148397914193,0.696133177617729,"TLCA",0.99999999999993
"Control - Migration","HCC38","18",0.0123184651818717,0.0658963112104847,70.0117937025185,0.186937097928355,0.852250612138029,"TLCA",0.999999999999992
"Control - Migration","HCC1143","22",0.11906717659124,0.0658963112104847,70.0117937025192,1.80688682574231,0.0750767849053987,"TLCA",0.950763643216751
"Control - Migration","HCC38","22",0.122441267392082,0.0658963112104847,70.0117937025185,1.85808985575813,0.067360942545716,"TLCA",0.404165655274296
"Control - Migration","HCC1143","0",-2.16349545787911,0.85667350236971,71.0000000000028,-2.52546092752315,0.0137885744192555,"delta17_6_keto_PGF1a",0.193040041869577
"Control - Migration","HCC38","0",-0.195790688062733,0.856673502369709,70.9999999999991,-0.228547617640959,0.819877534215907,"delta17_6_keto_PGF1a",0.956523789918559
"Control - Migration","HCC1143","12",0.0555038764869251,0.856673502369708,70.9999999999998,0.0647900003132952,0.948523280944435,"delta17_6_keto_PGF1a",0.999999999999906
"Control - Migration","HCC38","12",-0.106401798005471,0.856673502369709,70.9999999999998,-0.124203442398003,0.90150516453351,"delta17_6_keto_PGF1a",0.999999999999991
"Control - Migration","HCC1143","18",-0.0731396756712925,0.916342702574624,70.9999999999998,-0.0798169456315785,0.936607394815511,"delta17_6_keto_PGF1a",0.99999999999993
"Control - Migration","HCC38","18",0.0393479632297216,0.856673502369709,70.9999999999998,0.045931108083626,0.963494105118109,"delta17_6_keto_PGF1a",0.999999999999992
"Control - Migration","HCC1143","22",0.308322483292697,0.856673502369709,71.0000000000001,0.359906641725025,0.71998532013147,"delta17_6_keto_PGF1a",0.999999999999908
"Control - Migration","HCC38","22",0.187063653840425,0.856673502369709,71.0000000000001,0.218360499446958,0.827774660180142,"delta17_6_keto_PGF1a",0.989440426716571
"Control - Migration","HCC1143","0",-0.113754159719582,0.227591963979724,67.3633513913521,-0.499816240127512,0.618833228973283,"LPA14.0",0.999999999998754
"Control - Migration","HCC38","0",0.00414698732967163,0.227591963979724,67.3633513913495,0.0182211500667971,0.985516292128415,"LPA14.0",0.999999999999446
"Control - Migration","HCC1143","12",0.180332582194305,0.227591963979724,67.3633513913492,0.792350393401285,0.430937997077074,"LPA14.0",0.999999999999906
"Control - Migration","HCC38","12",-0.175298415813793,0.227591963979724,67.3633513913492,-0.770231130961242,0.443855657361116,"LPA14.0",0.999999999999991
"Control - Migration","HCC1143","18",-0.158250403960181,0.24258172778391,68.6778679654901,-0.652359126162828,0.516347119470161,"LPA14.0",0.99999999999993
"Control - Migration","HCC38","18",0.193389485154819,0.227591963979724,67.3633513913492,0.849720182440393,0.398490579507318,"LPA14.0",0.827591680469624
"Control - Migration","HCC1143","22",0.0131670728537935,0.227591963979724,67.3633513913489,0.0578538566281125,0.954036311930491,"LPA14.0",0.999999999999908
"Control - Migration","HCC38","22",0.281587503798663,0.227591963979724,67.3633513913489,1.23724712803897,0.220290976843883,"LPA14.0",0.771018418953592
"Control - Migration","HCC1143","0",-0.0444315961800354,0.134617114730367,67.4491723212706,-0.330059043896685,0.742378301924662,"LPA16.1",0.999999999998754
"Control - Migration","HCC38","0",0.0918676465689128,0.134617114730367,67.4491723212712,0.682436603643748,0.497300020307859,"LPA16.1",0.944942193014634
"Control - Migration","HCC1143","12",-0.00959205586484788,0.134617114730367,67.4491723212712,-0.0712543563577364,0.943406178474335,"LPA16.1",0.999999999999906
"Control - Migration","HCC38","12",0.0422498889653731,0.134617114730367,67.4491723212709,0.313852284310193,0.754601859800631,"LPA16.1",0.999999999999991
"Control - Migration","HCC1143","18",0.10852589802873,0.143493263093707,68.7361313195783,0.756313541757414,0.45204563823654,"LPA16.1",0.99999999999993
"Control - Migration","HCC38","18",0.136221243677012,0.134617114730367,67.4491723212712,1.01191623330999,0.31519445901941,"LPA16.1",0.827591680469624
"Control - Migration","HCC1143","22",-0.0702194336600046,0.134617114730367,67.4491723212709,-0.521623374566089,0.603641284700129,"LPA16.1",0.999999999999908
"Control - Migration","HCC38","22",0.0184629218366664,0.134617114730367,67.4491723212712,0.137151370935611,0.891319732107429,"LPA16.1",0.999999999999988
"Control - Migration","HCC1143","0",-0.045154487759815,0.179255419609398,69.7951782130712,-0.251900265320891,0.801858430504327,"LPA18.1",0.999999999998754
"Control - Migration","HCC38","0",0.102740578143065,0.179255419609398,69.7951782130728,0.573151865460692,0.568383954674282,"LPA18.1",0.944942193014634
"Control - Migration","HCC1143","12",-0.193469655386063,0.179255419609398,69.7951782130718,-1.07929598897282,0.284171549035429,"LPA18.1",0.999999999999906
"Control - Migration","HCC38","12",-0.105046249559394,0.179255419609398,69.7951782130721,-0.586014357547977,0.559756222040717,"LPA18.1",0.999999999999991
"Control - Migration","HCC1143","18",0.181182383435916,0.191461384441044,70.2692325564013,0.946312928661119,0.347231839354997,"LPA18.1",0.99999999999993
"Control - Migration","HCC38","18",0.16102673330664,0.179255419609398,69.7951782130721,0.89830886930795,0.3721094560826,"LPA18.1",0.827591680469624
"Control - Migration","HCC1143","22",-0.224932720118741,0.179255419609398,69.7951782130721,-1.25481684519707,0.213730849342887,"LPA18.1",0.999999999999908
"Control - Migration","HCC38","22",0.0589565036660325,0.179255419609398,69.7951782130725,0.328896631379404,0.743218674703417,"LPA18.1",0.989440426716571
"Control - Migration","HCC1143","0",-0.107364880524543,0.355321010496137,71.0000000000038,-0.302163050742843,0.763411151719108,"LPA20.3",0.999999999998754
"Control - Migration","HCC38","0",0.228374265781534,0.355321010496137,70.9999999999998,0.642726602242443,0.522471732218979,"LPA20.3",0.944942193014634
"Control - Migration","HCC1143","12",0.297538241570819,0.355321010496138,71.0000000000001,0.837378687951392,0.405189647450829,"LPA20.3",0.999999999999906
"Control - Migration","HCC38","12",-0.213737954420277,0.355321010496138,71.0000000000001,-0.601534804040529,0.549399771435769,"LPA20.3",0.999999999999991
"Control - Migration","HCC1143","18",0.12277751588318,0.380069903106519,70.9999999999998,0.323039301138166,0.747614951179961,"LPA20.3",0.99999999999993
"Control - Migration","HCC38","18",0.467135151126267,0.355321010496138,70.9999999999998,1.31468485489783,0.19284674413106,"LPA20.3",0.736323932136773
"Control - Migration","HCC1143","22",0.241612289971678,0.355321010496138,70.9999999999998,0.679983121837665,0.498726359192161,"LPA20.3",0.999999999999908
"Control - Migration","HCC38","22",-0.37776979790555,0.355321010496138,71.0000000000001,-1.06317889104859,0.29130358412174,"LPA20.3",0.834291463352762
"Control - Migration","HCC1143","0",0.0660143128077728,0.179419248827948,58.937689197095,0.367933280509253,0.714241099215632,"LPA20.4",0.999999999998754
"Control - Migration","HCC38","0",0.13952547830287,0.179419248827948,58.9376891970955,0.777650554298474,0.439885548316151,"LPA20.4",0.944942193014634
"Control - Migration","HCC1143","12",-0.124220329668377,0.179419248827948,58.9376891970944,-0.692346726897161,0.491438502786868,"LPA20.4",0.999999999999906
"Control - Migration","HCC38","12",-0.163653006037519,0.179419248827948,58.9376891970946,-0.912126246802272,0.365418191010848,"LPA20.4",0.999999999999991
"Control - Migration","HCC1143","18",0.196475566706145,0.190011991511437,62.3383837232722,1.03401666991274,0.305123161035532,"LPA20.4",0.99999999999993
"Control - Migration","HCC38","18",0.188309861437555,0.179419248827948,58.9376891970946,1.04955216715979,0.29820880976629,"LPA20.4",0.827591680469624
"Control - Migration","HCC1143","22",-0.189331706287913,0.179419248827948,58.9376891970944,-1.05524745825611,0.295618792591183,"LPA20.4",0.999999999999908
"Control - Migration","HCC38","22",-0.0788733432622832,0.179419248827948,58.9376891970946,-0.439603575299313,0.661831991138461,"LPA20.4",0.989440426716571
"Control - Migration","HCC1143","0",0.0185956489915916,0.173850401134336,50.4186551970327,0.106963509260025,0.915242419324923,"LPA22.6",0.999999999998754
"Control - Migration","HCC38","0",0.083156050595027,0.173850401134336,50.4186551970322,0.478319578513778,0.63449039250227,"LPA22.6",0.947979153772631
"Control - Migration","HCC1143","12",-0.00929829181140142,0.173850401134336,50.4186551970324,-0.0534844426629567,0.957557288881923,"LPA22.6",0.999999999999906
"Control - Migration","HCC38","12",-0.0238017013498382,0.173850401134336,50.4186551970319,-0.136909096525158,0.891647901004812,"LPA22.6",0.999999999999991
"Control - Migration","HCC1143","18",0.0298796052725953,0.182872376812898,54.8096569227345,0.163390479160043,0.870811981831843,"LPA22.6",0.99999999999993
"Control - Migration","HCC38","18",0.448348815709348,0.173850401134336,50.4186551970319,2.57893460575281,0.0128739409461159,"LPA22.6",0.270352759868435
"Control - Migration","HCC1143","22",-0.0311208821632751,0.173850401134336,50.4186551970322,-0.179009550511348,0.858647627159507,"LPA22.6",0.999999999999908
"Control - Migration","HCC38","22",-0.056463937183033,0.173850401134336,50.4186551970319,-0.324784624105657,0.746687886581268,"LPA22.6",0.989440426716571
"Control - Migration","HCC1143","0",-0.529156912566873,0.16901459552011,70.9999999999995,-3.13083559995806,0.00253074647427189,"LPI18.0",0.0531456759597096
"Control - Migration","HCC38","0",0.0137405807324227,0.16901459552011,70.9999999999998,0.0812981901955785,0.935433555445098,"LPI18.0",0.999999999999446
"Control - Migration","HCC1143","12",-0.133652694191194,0.16901459552011,71.0000000000005,-0.790776049724601,0.431708254051749,"LPI18.0",0.999999999999906
"Control - Migration","HCC38","12",-0.129674256168528,0.16901459552011,71.0000000000001,-0.767237029260577,0.445484513963078,"LPI18.0",0.999999999999991
"Control - Migration","HCC1143","18",0.486245140548081,0.180786835130353,71.0000000000001,2.68960480555723,0.00891006713577255,"LPI18.0",0.187111409851224
"Control - Migration","HCC38","18",0.301877560380006,0.16901459552011,71.0000000000001,1.78610349864185,0.078352186985141,"LPI18.0",0.41134898167199
"Control - Migration","HCC1143","22",-0.107312924276111,0.16901459552011,70.9999999999998,-0.634932882251236,0.52751306851695,"LPI18.0",0.999999999999908
"Control - Migration","HCC38","22",-0.211173137951432,0.16901459552011,71.0000000000001,-1.24943728854651,0.215608460179396,"LPI18.0",0.771018418953592
"Control - Migration","HCC1143","0",-0.597589979778665,0.28556206634898,70.9782641028545,-2.0926798416158,0.0399539069552539,"LPI18.1",0.32252315257624
"Control - Migration","HCC38","0",-0.154745847102429,0.285562066348981,70.9782641028565,-0.54189917127619,0.589585152423327,"LPI18.1",0.944942193014634
"Control - Migration","HCC1143","12",-0.205521186585134,0.28556206634898,70.9782641028565,-0.719707590061944,0.474068275917971,"LPI18.1",0.999999999999906
"Control - Migration","HCC38","12",-0.0627836478605882,0.28556206634898,70.9782641028558,-0.219859901783528,0.826611368236705,"LPI18.1",0.999999999999991
"Control - Migration","HCC1143","18",0.474225827877767,0.305424602130161,70.9874723761522,1.55267723873687,0.124947500052469,"LPI18.1",0.99999999999993
"Control - Migration","HCC38","18",0.0159013133362895,0.28556206634898,70.9782641028558,0.0556842634583571,0.955749786829414,"LPI18.1",0.999999999999992
"Control - Migration","HCC1143","22",0.0123422252056157,0.28556206634898,70.9782641028562,0.0432208148771849,0.96564687190014,"LPI18.1",0.999999999999908
"Control - Migration","HCC38","22",0.0799384598164419,0.28556206634898,70.9782641028562,0.279933749039169,0.780342538463256,"LPI18.1",0.989440426716571
"Control - Migration","HCC1143","0",1.86744907754612,0.919795792251822,71.0000000000025,2.03028660630668,0.04607473608232,"LPS16.0",0.32252315257624
"Control - Migration","HCC38","0",-0.309753384502257,0.919795792251822,71.0000000000011,-0.336763211042666,0.737288811212502,"LPS16.0",0.956523789918559
"Control - Migration","HCC1143","12",0.240367442026275,0.919795792251822,71.0000000000001,0.261326964149089,0.794596942928153,"LPS16.0",0.999999999999906
"Control - Migration","HCC38","12",-0.215905805095338,0.919795792251823,71.0000000000001,-0.234732325277073,0.815092133730436,"LPS16.0",0.999999999999991
"Control - Migration","HCC1143","18",1.47164244019585,0.983861599264291,71.0000000000001,1.49578196902523,0.139142455922246,"LPS16.0",0.99999999999993
"Control - Migration","HCC38","18",-0.396112203377398,0.919795792251824,70.9999999999998,-0.430652332522249,0.668025728351265,"LPS16.0",0.999999999999992
"Control - Migration","HCC1143","22",0.14852522856333,0.919795792251823,70.9999999999998,0.161476307909296,0.872176892000084,"LPS16.0",0.999999999999908
"Control - Migration","HCC38","22",-0.17683475115429,0.919795792251824,71.0000000000001,-0.192254359765407,0.84809179432849,"LPS16.0",0.989440426716571
"Control - Migration","HCC1143","0",-0.214643567646096,0.201631154175129,69.4871781541097,-1.06453572873796,0.290771329660297,"LPS18.0",0.999999999998754
"Control - Migration","HCC38","0",-0.178910632535986,0.201631154175129,69.4871781541078,-0.887316413318701,0.37796950956602,"LPS18.0",0.944942193014634
"Control - Migration","HCC1143","12",0.103871804011681,0.201631154175129,69.4871781541082,0.515157513414132,0.608077956709416,"LPS18.0",0.999999999999906
"Control - Migration","HCC38","12",0.0315868777503825,0.201631154175129,69.4871781541085,0.156656732336846,0.875969660147827,"LPS18.0",0.999999999999991
"Control - Migration","HCC1143","18",0.164186188931834,0.215298953000433,70.0751082721587,0.762596318485133,0.448263637969733,"LPS18.0",0.99999999999993
"Control - Migration","HCC38","18",0.243765955416502,0.201631154175129,69.4871781541085,1.20896969723625,0.230772170365371,"LPS18.0",0.807702596278799
"Control - Migration","HCC1143","22",-0.0369605628007071,0.201631154175129,69.4871781541085,-0.183307797606537,0.855090340968274,"LPS18.0",0.999999999999908
"Control - Migration","HCC38","22",-0.0538866602190615,0.201631154175129,69.4871781541082,-0.267253641628503,0.790065489880004,"LPS18.0",0.989440426716571
"Control - Migration","HCC1143","0",0.0965701177483276,0.17800654306229,68.0210522312483,0.542508809434801,0.589241140840097,"LPS18.1",0.999999999998754
"Control - Migration","HCC38","0",0.0995099802547119,0.17800654306229,68.0210522312452,0.559024283842704,0.577981059492416,"LPS18.1",0.944942193014634
"Control - Migration","HCC1143","12",-0.0950231428037925,0.17800654306229,68.0210522312455,-0.533818258413912,0.595207522218862,"LPS18.1",0.999999999999906
"Control - Migration","HCC38","12",-0.321080769358658,0.17800654306229,68.0210522312452,-1.8037582430119,0.0756972644236364,"LPS18.1",0.863109900342244
"Control - Migration","HCC1143","18",-0.0499767260490567,0.189832301075526,69.1206815768191,-0.263267767212984,0.79312741731393,"LPS18.1",0.99999999999993
"Control - Migration","HCC38","18",0.321635255393185,0.17800654306229,68.0210522312452,1.80687321859082,0.075204828789383,"LPS18.1",0.41134898167199
"Control - Migration","HCC1143","22",0.00236243366521231,0.17800654306229,68.0210522312452,0.0132716113945633,0.98944994648732,"LPS18.1",0.999999999999908
"Control - Migration","HCC38","22",-0.0463479221665963,0.17800654306229,68.0210522312455,-0.260372014248812,0.795363407922404,"LPS18.1",0.989440426716571
"Control - Migration","HCC1143","0",-0.0611167465813014,0.0767482253236554,68.5363406124236,-0.796327815054559,0.428591320622902,"Sphingosine1P16.1",0.999999999998754
"Control - Migration","HCC38","0",0.0682912385232952,0.0767482253236556,68.5363406124261,0.889808698967352,0.376681379742907,"Sphingosine1P16.1",0.944942193014634
"Control - Migration","HCC1143","12",0.0595544022082727,0.0767482253236556,68.5363406124267,0.775971065873188,0.440435638448106,"Sphingosine1P16.1",0.999999999999906
"Control - Migration","HCC38","12",-0.0205276971269921,0.0767482253236556,68.5363406124267,-0.267468036432433,0.789912077679905,"Sphingosine1P16.1",0.999999999999991
"Control - Migration","HCC1143","18",0.100934752590514,0.0818822737430078,69.4614884475917,1.23268136040413,0.221850532122852,"Sphingosine1P16.1",0.99999999999993
"Control - Migration","HCC38","18",0.212808293808851,0.0767482253236557,68.5363406124264,2.77281061433558,0.00715159667995749,"Sphingosine1P16.1",0.270352759868435
"Control - Migration","HCC1143","22",0.101601174587721,0.0767482253236556,68.5363406124264,1.32382441625533,0.189959982468108,"Sphingosine1P16.1",0.999999999999908
"Control - Migration","HCC38","22",0.0245617674374808,0.0767482253236556,68.5363406124264,0.320030428506994,0.74991887420637,"Sphingosine1P16.1",0.989440426716571
"Control - Migration","HCC1143","0",0.207520485947072,0.500368111984699,70.5239205722834,0.41473563357974,0.679594352609196,"cLPA18.0",0.999999999998754
"Control - Migration","HCC38","0",0.0435544203207786,0.500368111984699,70.5239205722834,0.0870447562056282,0.930882615206158,"cLPA18.0",0.999999999999446
"Control - Migration","HCC1143","12",-0.0315167886129347,0.500368111984699,70.5239205722828,-0.0629872045361245,0.949954877091389,"cLPA18.0",0.999999999999906
"Control - Migration","HCC38","12",-0.263425726360627,0.500368111984698,70.5239205722828,-0.526463857410408,0.60021786342044,"cLPA18.0",0.999999999999991
"Control - Migration","HCC1143","18",0.0509912177059087,0.534836462035621,70.7178695413536,0.0953398306312792,0.924314552907368,"cLPA18.0",0.99999999999993
"Control - Migration","HCC38","18",0.695152227423122,0.500368111984698,70.5239205722828,1.38928163240822,0.169118198949001,"cLPA18.0",0.710296435585803
"Control - Migration","HCC1143","22",0.364179412754773,0.500368111984698,70.5239205722831,0.727822984782671,0.469131539530242,"cLPA18.0",0.999999999999908
"Control - Migration","HCC38","22",-1.3716040054556,0.500368111984698,70.5239205722831,-2.74118988121599,0.00775090523612046,"cLPA18.0",0.214487564696309
"Control - Migration","HCC1143","0",0.120609474707608,0.245396573657739,70.9999999999995,0.491488014318509,0.624597320989557,"cLPA18.1",0.999999999998754
"Control - Migration","HCC38","0",0.0706458689464508,0.245396573657739,70.9999999999998,0.287884496076879,0.7742738323047,"cLPA18.1",0.956523789918559
"Control - Migration","HCC1143","12",0.0244883132258977,0.24539657365774,71.0000000000005,0.0997907707548197,0.920791670295751,"cLPA18.1",0.999999999999906
"Control - Migration","HCC38","12",0.0378092157234875,0.24539657365774,70.9999999999998,0.154073934936928,0.877988553010461,"cLPA18.1",0.999999999999991
"Control - Migration","HCC1143","18",-0.0430966800116412,0.262488986628002,71.0000000000001,-0.164184717100979,0.870052240712417,"cLPA18.1",0.99999999999993
"Control - Migration","HCC38","18",-0.0621033956952123,0.24539657365774,71.0000000000001,-0.253073605590881,0.800942652577217,"cLPA18.1",0.999999999999992
"Control - Migration","HCC1143","22",0.225530940477404,0.24539657365774,71.0000000000001,0.91904681925982,0.361182903220847,"cLPA18.1",0.999999999999908
"Control - Migration","HCC38","22",0.151422046852957,0.24539657365774,71.0000000000001,0.617050371143928,0.539175314558932,"cLPA18.1",0.989440426716571
