"contrast","cellline","condition","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"time12 - time18","HCC38","Migration",0.143630789047058,0.0690245018189499,53.0319563747517,2.08086672503337,0.172623180344303,"Sphingosine1P16.1",0.410790315171715
"time12 - time22","HCC38","Migration",0.184389047737121,0.0690245018189498,53.0319563747522,2.67135644413299,0.0477684231537369,"Sphingosine1P16.1",0.134447371245791
"time18 - time22","HCC38","Migration",0.0407582586900623,0.0690245018189499,53.0319563747515,0.590489719099611,0.934525738665366,"Sphingosine1P16.1",1
"time0 - time12","HCC1143","Control",-0.480432287278573,0.509980428615402,53.0455740323959,-0.942060244513593,0.782391829069623,"cLPA18.0",1
"time0 - time18","HCC1143","Control",-0.561293680174132,0.5438398948242,55.7259818954421,-1.03209360974809,0.731449537539625,"cLPA18.0",1
"time0 - time22","HCC1143","Control",-0.654285015092387,0.509980428615401,53.0455740323957,-1.28296102826686,0.577676406948674,"cLPA18.0",1
"time12 - time18","HCC1143","Control",-0.0808613928955596,0.543839894824199,55.7259818954419,-0.148686026282972,0.998813953620354,"cLPA18.0",1
"time12 - time22","HCC1143","Control",-0.173852727813815,0.509980428615401,53.0455740323957,-0.340900783753262,0.986216006714699,"cLPA18.0",1
"time18 - time22","HCC1143","Control",-0.0929913349182551,0.543839894824199,55.7259818954417,-0.170990278211045,0.998201191585626,"cLPA18.0",1
"time0 - time12","HCC38","Control",1.57261256508826,0.509980428615401,53.0455740323957,3.08367238593433,0.0165962084136935,"cLPA18.0",0.0580867294479271
"time0 - time18","HCC38","Control",1.62361930786592,0.509980428615401,53.0455740323959,3.18368944524804,0.0126247400032057,"cLPA18.0",0.0448089363494061
"time0 - time22","HCC38","Control",4.00579066102906,0.509980428615401,53.0455740323961,7.85479292196525,1.13169784654588e-09,"cLPA18.0",9.19960830095357e-09
"time12 - time18","HCC38","Control",0.0510067427776578,0.5099804286154,53.0455740323957,0.10001705931371,0.999637029510727,"cLPA18.0",1
"time12 - time22","HCC38","Control",2.43317809594079,0.5099804286154,53.0455740323957,4.77112053603093,8.52484185925872e-05,"cLPA18.0",0.000397825953432074
"time18 - time22","HCC38","Control",2.38217135316314,0.509980428615401,53.0455740323957,4.67110347671722,0.000120094334363885,"cLPA18.0",0.000530943372977176
"time0 - time12","HCC1143","Migration",-0.71946956183858,0.465546307731347,53.0455740323957,-1.54543071202654,0.418255508131867,"cLPA18.0",1
"time0 - time18","HCC1143","Migration",-0.717822948415296,0.465546307731347,53.0455740323957,-1.54189376329353,0.420291638302842,"cLPA18.0",1
"time0 - time22","HCC1143","Migration",-0.497626088284687,0.465546307731347,53.0455740323959,-1.06890781866506,0.709764580244433,"cLPA18.0",1
"time12 - time18","HCC1143","Migration",0.00164661342328376,0.465546307731347,53.0455740323957,0.00353694873300117,0.999999983884135,"cLPA18.0",1
"time12 - time22","HCC1143","Migration",0.221843473553893,0.465546307731347,53.0455740323957,0.476522893361475,0.963942205269791,"cLPA18.0",1
"time18 - time22","HCC1143","Migration",0.220196860130609,0.465546307731347,53.0455740323959,0.472985944628474,0.964693292226292,"cLPA18.0",1
"time0 - time12","HCC38","Migration",1.26563241840686,0.465546307731346,53.0455740323961,2.7185961898708,0.0425773347287305,"cLPA18.0",0.124761492460931
"time0 - time18","HCC38","Migration",2.27521711496826,0.465546307731346,53.0455740323959,4.88719828120993,5.70830221673368e-05,"cLPA18.0",0.000266387436780905
"time0 - time22","HCC38","Migration",2.59063223525267,0.465546307731347,53.0455740323959,5.56471438443381,5.18118703163317e-06,"cLPA18.0",2.61131826394312e-05
"time12 - time18","HCC38","Migration",1.00958469656141,0.465546307731346,53.0455740323961,2.16860209133913,0.145372820096936,"cLPA18.0",0.355669423926485
"time12 - time22","HCC38","Migration",1.32499981684582,0.465546307731346,53.0455740323961,2.84611819456302,0.0309613225026104,"cLPA18.0",0.0963241144525657
"time18 - time22","HCC38","Migration",0.31541512028441,0.465546307731347,53.0455740323959,0.677516103223887,0.905163350355123,"cLPA18.0",1
"time0 - time12","HCC1143","Control",-0.727432996302663,0.256308361931394,53.0604982206419,-2.83811652035517,0.0315949455194865,"cLPA18.1",0.117087151042803
"time0 - time18","HCC1143","Control",-0.545987038644375,0.272717740776047,56.0318270390661,-2.00202244669053,0.199524260259169,"cLPA18.1",0.613172116894032
"time0 - time22","HCC1143","Control",-0.731257363393611,0.256308361931394,53.0604982206419,-2.85303748142773,0.030418260147147,"cLPA18.1",0.114766318997786
"time12 - time18","HCC1143","Control",0.181445957658288,0.272717740776048,56.0318270390646,0.665325098183798,0.909659413106015,"cLPA18.1",1
"time12 - time22","HCC1143","Control",-0.00382436709094813,0.256308361931394,53.0604982206404,-0.0149209610725529,0.999998790182427,"cLPA18.1",1
"time18 - time22","HCC1143","Control",-0.185270324749236,0.272717740776048,56.0318270390646,-0.679348267633888,0.904507612729712,"cLPA18.1",1
"time0 - time12","HCC38","Control",1.90521053087598,0.256308361931394,53.0604982206406,7.43327496816488,5.36440880605227e-09,"cLPA18.1",4.09645763371264e-08
"time0 - time18","HCC38","Control",2.47767484055865,0.256308361931394,53.0604982206404,9.66677334242355,0,"cLPA18.1",0
"time0 - time22","HCC38","Control",2.77573555728464,0.256308361931394,53.0604982206406,10.8296722602738,0,"cLPA18.1",0
"time12 - time18","HCC38","Control",0.572464309682672,0.256308361931394,53.0604982206404,2.23349837425867,0.127445788761196,"cLPA18.1",0.338066723871803
"time12 - time22","HCC38","Control",0.870525026408665,0.256308361931394,53.0604982206406,3.39639729210894,0.00691609302567309,"cLPA18.1",0.0272321162885878
"time18 - time22","HCC38","Control",0.298060716725993,0.256308361931394,53.0604982206406,1.16289891785027,0.652583108449999,"cLPA18.1",1
"time0 - time12","HCC1143","Migration",-0.823554157784373,0.233976452511705,53.0604982206406,-3.51981641290665,0.00482138600899651,"cLPA18.1",0.0247956994748392
"time0 - time18","HCC1143","Migration",-0.709693193363624,0.233976452511705,53.0604982206406,-3.03318212471881,0.0190058755224504,"cLPA18.1",0.0825772522699568
"time0 - time22","HCC1143","Migration",-0.626335897623815,0.233976452511705,53.0604982206406,-2.67691851423588,0.0471247812789033,"cLPA18.1",0.194679424299732
"time12 - time18","HCC1143","Migration",0.113860964420749,0.233976452511705,53.0604982206406,0.486634288187836,0.961742331231342,"cLPA18.1",1
"time12 - time22","HCC1143","Migration",0.197218260160558,0.233976452511705,53.0604982206406,0.842897898670772,0.833733063918675,"cLPA18.1",1
"time18 - time22","HCC1143","Migration",0.0833572957398093,0.233976452511705,53.0604982206406,0.356263610482936,0.984333068544787,"cLPA18.1",1
"time0 - time12","HCC38","Migration",1.87237387765301,0.233976452511705,53.0604982206404,8.00240305190261,6.55363430190903e-10,"cLPA18.1",6.11672534844843e-09
"time0 - time18","HCC38","Migration",2.34492557591699,0.233976452511705,53.0604982206406,10.0220579923515,0,"cLPA18.1",0
"time0 - time22","HCC38","Migration",2.85651173519115,0.233976452511705,53.0604982206406,12.2085436569658,0,"cLPA18.1",0
"time12 - time18","HCC38","Migration",0.472551698263972,0.233976452511705,53.0604982206406,2.0196549404489,0.193770901001341,"cLPA18.1",0.447984101397596
"time12 - time22","HCC38","Migration",0.984137857538134,0.233976452511705,53.0604982206404,4.20614060506324,0.000567420304171562,"cLPA18.1",0.00238316527752056
"time18 - time22","HCC38","Migration",0.511586159274162,0.233976452511705,53.0604982206406,2.18648566461434,0.140245378930227,"cLPA18.1",0.346488583239385
