"contrast","cellline","condition","estimate","SE","df","t.ratio","p.value","lipid","p_adj"
"time0 - time18","HCC38","Migration",0.664062355294289,0.472269880182081,53.0515636684151,1.40610778531602,0.501214211678622,"X8iso_PGA1",0.994535286165455
"time0 - time22","HCC38","Migration",0.0798356184743375,0.472269880182081,53.0515636684147,0.169046602005525,0.998260284912971,"X8iso_PGA1",1
"time12 - time18","HCC38","Migration",0.643239430849463,0.472269880182081,53.0515636684149,1.36201663040943,0.528383497065542,"X8iso_PGA1",1
"time12 - time22","HCC38","Migration",0.0590126940295111,0.472269880182081,53.0515636684149,0.124955447098932,0.99929376398787,"X8iso_PGA1",1
"time18 - time22","HCC38","Migration",-0.584226736819952,0.472269880182081,53.0515636684147,-1.2370611833105,0.606411616686317,"X8iso_PGA1",1
"time0 - time12","HCC1143","Control",-0.128179963446628,0.06931728443627,53.060498220641,-1.84917751018472,0.262325685479464,"X9_10_13_TriHOME",0.732555156677567
"time0 - time18","HCC1143","Control",-0.0594753478846361,0.0737551169448396,56.031827039065,-0.806389445889116,0.851158301054664,"X9_10_13_TriHOME",1
"time0 - time22","HCC1143","Control",-0.177467555497733,0.0693172844362701,53.0604982206408,-2.56022083007155,0.0621826833137726,"X9_10_13_TriHOME",0.211757245879334
"time12 - time18","HCC1143","Control",0.0687046155619919,0.0737551169448397,56.0318270390646,0.931523376383159,0.788093632924736,"X9_10_13_TriHOME",1
"time12 - time22","HCC1143","Control",-0.0492875920511049,0.0693172844362702,53.0604982206406,-0.711043319886825,0.89228345356549,"X9_10_13_TriHOME",1
"time18 - time22","HCC1143","Control",-0.117992207613097,0.0737551169448397,56.0318270390646,-1.59978334386401,0.387060321267726,"X9_10_13_TriHOME",0.985244454136029
"time0 - time12","HCC38","Control",0.0812935836869546,0.0693172844362702,53.0604982206406,1.17277507836729,0.646470718376539,"X9_10_13_TriHOME",1
"time0 - time18","HCC38","Control",-0.101210833541752,0.0693172844362702,53.0604982206404,-1.4601096157309,0.468451135105935,"X9_10_13_TriHOME",0.849278316882702
"time0 - time22","HCC38","Control",-0.110150278291084,0.0693172844362702,53.0604982206406,-1.58907376690954,0.393487884392703,"X9_10_13_TriHOME",0.774679272398135
"time12 - time18","HCC38","Control",-0.182504417228707,0.0693172844362702,53.0604982206406,-2.63288469409819,0.0523868998798015,"X9_10_13_TriHOME",0.156321715527254
"time12 - time22","HCC38","Control",-0.191443861978039,0.0693172844362702,53.0604982206406,-2.76184884527683,0.038264367246592,"X9_10_13_TriHOME",0.119044698100508
"time18 - time22","HCC38","Control",-0.00893944474933209,0.0693172844362702,53.0604982206406,-0.128964151178642,0.999223903990846,"X9_10_13_TriHOME",1
"time0 - time12","HCC1143","Migration",-0.0511342374657227,0.0632777338512449,53.0604982206408,-0.808092110029264,0.850349099332974,"X9_10_13_TriHOME",1
"time0 - time18","HCC1143","Migration",-0.0159742119262507,0.0632777338512449,53.0604982206406,-0.252446017801512,0.99428595952215,"X9_10_13_TriHOME",1
"time0 - time22","HCC1143","Migration",0.0429373879186198,0.063277733851245,53.0604982206406,0.678554450441576,0.904777466277827,"X9_10_13_TriHOME",1
"time12 - time18","HCC1143","Migration",0.035160025539472,0.0632777338512449,53.0604982206406,0.555646092227752,0.944605051269929,"X9_10_13_TriHOME",1
"time12 - time22","HCC1143","Migration",0.0940716253843425,0.063277733851245,53.0604982206406,1.48664656047084,0.45261085041763,"X9_10_13_TriHOME",1
"time18 - time22","HCC1143","Migration",0.0589115998448705,0.0632777338512449,53.0604982206406,0.931000468243088,0.788386100819666,"X9_10_13_TriHOME",1
"time0 - time12","HCC38","Migration",-0.0867497283324742,0.0632777338512449,53.0604982206408,-1.37093607897539,0.522861696015763,"X9_10_13_TriHOME",1
"time0 - time18","HCC38","Migration",-0.141280007609648,0.0632777338512449,53.0604982206408,-2.23269701695975,0.127655973273134,"X9_10_13_TriHOME",0.321693052648298
"time0 - time22","HCC38","Migration",-0.0803702208630573,0.063277733851245,53.0604982206406,-1.27011850727768,0.585716229019033,"X9_10_13_TriHOME",1
"time12 - time18","HCC38","Migration",-0.0545302792771734,0.0632777338512449,53.0604982206408,-0.861760937984359,0.82440644309502,"X9_10_13_TriHOME",1
"time12 - time22","HCC38","Migration",0.00637950746941694,0.0632777338512449,53.0604982206404,0.100817571697717,0.999628269259583,"X9_10_13_TriHOME",1
"time18 - time22","HCC38","Migration",0.0609097867465904,0.0632777338512449,53.0604982206404,0.962578509682076,0.771110370202567,"X9_10_13_TriHOME",1
"time0 - time12","HCC1143","Control",-0.00227459710959126,0.129300916977313,53.0604982206404,-0.0175915002210724,0.999998017454372,"X9_12_13_TriHOME",1
"time0 - time18","HCC1143","Control",-0.0726276285436251,0.137579022754485,56.031827039064,-0.527897546366731,0.951965514345838,"X9_12_13_TriHOME",1
"time0 - time22","HCC1143","Control",0.00270230775983146,0.129300916977313,53.0604982206399,0.0208993704221418,0.999996675760849,"X9_12_13_TriHOME",1
"time12 - time18","HCC1143","Control",-0.0703530314340339,0.137579022754485,56.0318270390648,-0.511364523642398,0.95604944575126,"X9_12_13_TriHOME",1
"time12 - time22","HCC1143","Control",0.00497690486942273,0.129300916977313,53.0604982206408,0.0384908706432142,0.99997924197166,"X9_12_13_TriHOME",1
"time18 - time22","HCC1143","Control",0.0753299363034566,0.137579022754485,56.0318270390648,0.547539405319703,0.946834377530592,"X9_12_13_TriHOME",1
"time0 - time12","HCC38","Control",-0.0504273631907636,0.129300916977313,53.0604982206406,-0.390000043074804,0.979648661955015,"X9_12_13_TriHOME",1
"time0 - time18","HCC38","Control",-0.168387758303623,0.129300916977313,53.0604982206404,-1.30229361276045,0.565579701861883,"X9_12_13_TriHOME",0.976206060747907
"time0 - time22","HCC38","Control",-0.249924578582839,0.129300916977313,53.0604982206402,-1.9328909989609,0.22687510879499,"X9_12_13_TriHOME",0.529375253854976
"time12 - time18","HCC38","Control",-0.11796039511286,0.129300916977313,53.0604982206406,-0.912293569685642,0.798380551932391,"X9_12_13_TriHOME",1
"time12 - time22","HCC38","Control",-0.199497215392075,0.129300916977313,53.0604982206406,-1.5428909558861,0.419714975600517,"X9_12_13_TriHOME",0.80865132357004
"time18 - time22","HCC38","Control",-0.0815368202792158,0.129300916977313,53.0604982206406,-0.630597386200457,0.921733017635812,"X9_12_13_TriHOME",1
"time0 - time12","HCC1143","Migration",0.0915774806581541,0.118035048224295,53.060498220641,0.775849902514845,0.865020895869358,"X9_12_13_TriHOME",1
"time0 - time18","HCC1143","Migration",0.132001654243377,0.118035048224295,53.0604982206406,1.11832592292878,0.679955082541489,"X9_12_13_TriHOME",1
"time0 - time22","HCC1143","Migration",0.223816792679399,0.118035048224295,53.0604982206406,1.89618927637572,0.241992898860864,"X9_12_13_TriHOME",0.824083925850508
"time12 - time18","HCC1143","Migration",0.0404241735852229,0.118035048224295,53.0604982206406,0.342476020413931,0.986029976391745,"X9_12_13_TriHOME",1
"time12 - time22","HCC1143","Migration",0.132239312021245,0.118035048224295,53.0604982206404,1.12033937386087,0.67872739538305,"X9_12_13_TriHOME",1
"time18 - time22","HCC1143","Migration",0.0918151384360216,0.118035048224295,53.0604982206406,0.777863353446943,0.864125630230266,"X9_12_13_TriHOME",1
"time0 - time12","HCC38","Migration",0.133186098272627,0.118035048224295,53.0604982206408,1.12836060370426,0.673827543580884,"X9_12_13_TriHOME",1
"time0 - time18","HCC38","Migration",-0.108917531514503,0.118035048224295,53.0604982206406,-0.922755852206999,0.792813699433784,"X9_12_13_TriHOME",1
"time0 - time22","HCC38","Migration",-0.0495124660502286,0.118035048224295,53.0604982206406,-0.419472578654291,0.974911591603259,"X9_12_13_TriHOME",1
"time12 - time18","HCC38","Migration",-0.24210362978713,0.118035048224295,53.0604982206404,-2.05111645591126,0.182673378072274,"X9_12_13_TriHOME",0.430221413777691
"time12 - time22","HCC38","Migration",-0.182698564322855,0.118035048224295,53.060498220641,-1.54783318235855,0.416872670863961,"X9_12_13_TriHOME",0.847192847239663
"time18 - time22","HCC38","Migration",0.0594050654642748,0.118035048224295,53.0604982206406,0.503283273552707,0.957948409178156,"X9_12_13_TriHOME",1
"time0 - time12","HCC1143","Control",0.763355478612672,0.160808233323073,53.0460157749158,4.74699250677699,9.26177181286292e-05,"X9_HODE",0.000598452947908065
"time0 - time18","HCC1143","Control",1.04400068170111,0.171472925119811,55.7361532844054,6.08842871824603,6.560726862892e-07,"X9_HODE",6.86681627399821e-06
"time0 - time22","HCC1143","Control",0.926921857856132,0.160808233323073,53.0460157749153,5.76414427732624,2.51893020697391e-06,"X9_HODE",2.35100152650899e-05
"time12 - time18","HCC1143","Control",0.280645203088437,0.171472925119811,55.7361532844048,1.6366735616853,0.366850071299258,"X9_HODE",0.94332875476952
"time12 - time22","HCC1143","Control",0.16356637924346,0.160808233323073,53.0460157749153,1.01715177054925,0.740175299824884,"X9_HODE",1
"time18 - time22","HCC1143","Control",-0.117078823844977,0.171472925119811,55.736153284405,-0.68278314936992,0.90322015029426,"X9_HODE",1
"time0 - time12","HCC38","Control",0.892614470034645,0.160808233323073,53.0460157749153,5.55080079911912,5.44729026608071e-06,"X9_HODE",2.74543429410468e-05
"time0 - time18","HCC38","Control",1.11026476204414,0.160808233323073,53.0460157749151,6.90427809012462,3.80948366185407e-08,"X9_HODE",2.66663856329785e-07
"time0 - time22","HCC38","Control",1.17471194541339,0.160808233323073,53.0460157749151,7.30504851112523,8.63589222355188e-09,"X9_HODE",6.40072011863257e-08
"time12 - time18","HCC38","Control",0.217650292009492,0.160808233323073,53.0460157749153,1.3534772910055,0.533679723665906,"X9_HODE",0.953810569956088
"time12 - time22","HCC38","Control",0.282097475378746,0.160808233323073,53.0460157749153,1.75424771200611,0.306651058280717,"X9_HODE",0.654881921074073
"time18 - time22","HCC38","Control",0.0644471833692534,0.160808233323073,53.0460157749153,0.400770421000617,0.977988732850206,"X9_HODE",1
"time0 - time12","HCC1143","Migration",0.794179425429017,0.146797161372668,53.0460157749153,5.41004620254791,9.02784324585681e-06,"X9_HODE",6.50004713701691e-05
"time0 - time18","HCC1143","Migration",1.08631243300215,0.146797161372668,53.0460157749151,7.4000915470318,6.07458483514733e-09,"X9_HODE",8.05681778135331e-08
"time0 - time22","HCC1143","Migration",0.990778213929154,0.146797161372668,53.0460157749151,6.74930090380906,6.76039180191879e-08,"X9_HODE",7.40703797427623e-07
"time12 - time18","HCC1143","Migration",0.292133007573129,0.146797161372668,53.0460157749151,1.99004534448389,0.204657161978323,"X9_HODE",0.72638880026109
"time12 - time22","HCC1143","Migration",0.196598788500137,0.146797161372668,53.0460157749151,1.33925470126114,0.542519503434129,"X9_HODE",1
"time18 - time22","HCC1143","Migration",-0.0955342190729919,0.146797161372668,53.0460157749151,-0.650790643222745,0.914811991561542,"X9_HODE",1
"time0 - time12","HCC38","Migration",0.757481277668742,0.146797161372668,53.0460157749155,5.16005398596063,2.19571664621387e-05,"X9_HODE",0.000106407806701134
"time0 - time18","HCC38","Migration",0.994822703352828,0.146797161372668,53.0460157749153,6.77685245443753,6.10522926658419e-08,"X9_HODE",4.15815614913302e-07
"time0 - time22","HCC38","Migration",1.1602142896641,0.146797161372668,53.0460157749151,7.90351992378589,9.45426403831107e-10,"X9_HODE",8.50883763447996e-09
"time12 - time18","HCC38","Migration",0.237341425684086,0.146797161372668,53.0460157749153,1.6167984684769,0.378122638146612,"X9_HODE",0.807516142482595
"time12 - time22","HCC38","Migration",0.402733011995354,0.146797161372668,53.0460157749153,2.74346593782527,0.0400495113449254,"X9_HODE",0.120148534034776
"time18 - time22","HCC38","Migration",0.165391586311269,0.146797161372668,53.0460157749151,1.12666746934837,0.67486347958127,"X9_HODE",1
"time0 - time12","HCC1143","Control",-0.0361144491281506,0.0525656283854421,53.0604982206406,-0.687035430516272,0.901593542959257,"CA",1
"time0 - time18","HCC1143","Control",-0.0383730743846091,0.0559309860502649,56.031827039064,-0.686078989383871,0.901981077245945,"CA",1
"time0 - time22","HCC1143","Control",0.0186218808785069,0.0525656283854421,53.0604982206399,0.354259645522742,0.98458738060396,"CA",1
"time12 - time18","HCC1143","Control",-0.00225862525645854,0.055930986050265,56.0318270390646,-0.040382360762042,0.999976047799922,"CA",1
"time12 - time22","HCC1143","Control",0.0547363300066575,0.0525656283854423,53.0604982206404,1.04129507603901,0.726105372782599,"CA",1
"time18 - time22","HCC1143","Control",0.0569949552631161,0.0559309860502651,56.0318270390644,1.01902289389096,0.739050102503923,"CA",1
"time0 - time12","HCC38","Control",-0.0361144491283843,0.0525656283854423,53.0604982206408,-0.687035430520716,0.901593542957574,"CA",1
"time0 - time18","HCC38","Control",-0.0798191910819854,0.0525656283854423,53.060498220641,-1.51846736229811,0.433879179871568,"CA",0.817648486010638
"time0 - time22","HCC38","Control",-0.149918640498811,0.0525656283854423,53.0604982206408,-2.85202793352947,0.0304966241886908,"CA",0.0987146546059409
"time12 - time18","HCC38","Control",-0.0437047419536011,0.0525656283854423,53.0604982206406,-0.831431931777397,0.83929337401545,"CA",1
"time12 - time22","HCC38","Control",-0.113804191370426,0.0525656283854423,53.0604982206408,-2.16499250300875,0.146420644762694,"CA",0.384354192502071
"time18 - time22","HCC38","Control",-0.0700994494168254,0.0525656283854423,53.0604982206406,-1.33356057123135,0.546063481019573,"CA",0.959690770085748
"time0 - time12","HCC1143","Migration",-0.0145771402083949,0.047985634026901,53.060498220641,-0.303781340061545,0.99015429439769,"CA",1
"time0 - time18","HCC1143","Migration",-1.78329573330416e-15,0.047985634026901,53.0604982206406,-3.71631170342447e-14,1,"CA",1
"time0 - time22","HCC1143","Migration",0.0631439811208866,0.047985634026901,53.0604982206406,1.31589344188904,0.557082063781643,"CA",1
"time12 - time18","HCC1143","Migration",0.0145771402083931,0.047985634026901,53.0604982206408,0.303781340061508,0.990154294397694,"CA",1
"time12 - time22","HCC1143","Migration",0.0777211213292815,0.047985634026901,53.0604982206408,1.61967478195059,0.376542951575485,"CA",1
"time18 - time22","HCC1143","Migration",0.0631439811208884,0.047985634026901,53.0604982206406,1.31589344188908,0.55708206378162,"CA",1
"time0 - time12","HCC38","Migration",-0.00337201144741323,0.047985634026901,53.060498220641,-0.0702712700539263,0.99987386031418,"CA",1
"time0 - time18","HCC38","Migration",-0.0188902455126609,0.0479856340269011,53.0604982206404,-0.393664601827932,0.979093002350704,"CA",1
"time0 - time22","HCC38","Migration",-0.017819200652756,0.047985634026901,53.0604982206406,-0.371344487034734,0.982334015898238,"CA",1
"time12 - time18","HCC38","Migration",-0.0155182340652476,0.047985634026901,53.0604982206406,-0.323393331774006,0.988178801464687,"CA",1
"time12 - time22","HCC38","Migration",-0.0144471892053428,0.047985634026901,53.0604982206406,-0.301073216980808,0.990409104523417,"CA",1
"time18 - time22","HCC38","Migration",0.00107104485990484,0.0479856340269011,53.0604982206402,0.0223201147931984,0.999995950780161,"CA",1
"time0 - time12","HCC1143","Control",-1.32748598412306,0.26272974251913,53.060498220641,-5.05266732039828,3.20265521817076e-05,"DHEA",0.000229650393633429
"time0 - time18","HCC1143","Control",-1.32634998029806,0.279550231114459,56.0318270390652,-4.74458552586565,8.57338669204566e-05,"DHEA",0.000568550906946186
"time0 - time22","HCC1143","Control",-1.72587132401593,0.26272974251913,53.0604982206411,-6.56899865035365,1.31509485190584e-07,"DHEA",1.50638137581942e-06
"time12 - time18","HCC1143","Control",0.00113600382500012,0.27955023111446,56.0318270390646,0.00406368408450713,0.999999975576548,"DHEA",1
"time12 - time22","HCC1143","Control",-0.398385339892865,0.26272974251913,53.0604982206406,-1.51633132995537,0.435127014245317,"DHEA",1
"time18 - time22","HCC1143","Control",-0.399521343717865,0.27955023111446,56.0318270390644,-1.42915762267528,0.486832560516699,"DHEA",1
"time0 - time12","HCC38","Control",-1.79025694299337,0.26272974251913,53.0604982206406,-6.81406271641671,5.31332832176545e-08,"DHEA",3.52357562390762e-07
"time0 - time18","HCC38","Control",-2.25171320677796,0.26272974251913,53.0604982206401,-8.57045412973753,8.03691557749175e-11,"DHEA",7.23322401974258e-10
"time0 - time22","HCC38","Control",-2.65025394670591,0.26272974251913,53.0604982206404,-10.0873769421554,0,"DHEA",0
"time12 - time18","HCC38","Control",-0.461456263784591,0.26272974251913,53.0604982206406,-1.75639141332083,0.305600071792046,"DHEA",0.654881921074073
"time12 - time22","HCC38","Control",-0.859997003712542,0.26272974251913,53.0604982206408,-3.27331422573873,0.00982803918403941,"DHEA",0.0358937083243178
"time18 - time22","HCC38","Control",-0.39854073992795,0.26272974251913,53.0604982206406,-1.5169228124179,0.434781337799307,"DHEA",0.817648486010638
"time0 - time12","HCC1143","Migration",-1.53136278433305,0.239838344175419,53.060498220641,-6.38497897239069,2.59321465079232e-07,"DHEA",2.51342343076794e-06
"time0 - time18","HCC1143","Migration",-1.8907159846526,0.239838344175419,53.060498220641,-7.88329318713824,1.01690467158022e-09,"DHEA",1.60162485773885e-08
"time0 - time22","HCC1143","Migration",-1.77770400046716,0.239838344175419,53.060498220641,-7.41209253499072,5.80187653476116e-09,"DHEA",8.05681778135331e-08
"time12 - time18","HCC1143","Migration",-0.359353200319548,0.239838344175419,53.0604982206408,-1.49831421474756,0.445707778107764,"DHEA",1
"time12 - time22","HCC1143","Migration",-0.246341216134106,0.239838344175419,53.060498220641,-1.02711356260002,0.734395975813865,"DHEA",1
"time18 - time22","HCC1143","Migration",0.113011984185442,0.23983834417542,53.0604982206408,0.471200652147533,0.96506887943776,"DHEA",1
"time0 - time12","HCC38","Migration",-1.8838123695667,0.239838344175419,53.0604982206408,-7.85450873605458,1.13086262576445e-09,"DHEA",9.8268062652635e-09
"time0 - time18","HCC38","Migration",-2.34700961703724,0.23983834417542,53.060498220641,-9.78579811792154,0,"DHEA",0
"time0 - time22","HCC38","Migration",-2.64513838213594,0.239838344175419,53.0604982206406,-11.0288385755418,0,"DHEA",0
"time12 - time18","HCC38","Migration",-0.463197247470543,0.23983834417542,53.0604982206404,-1.93128938186697,0.227520971538612,"DHEA",0.516534097547118
"time12 - time22","HCC38","Migration",-0.761326012569247,0.239838344175419,53.060498220641,-3.17432983948725,0.0129539812075323,"DHEA",0.0429526745302388
"time18 - time22","HCC38","Migration",-0.298128765098704,0.23983834417542,53.0604982206408,-1.24304045762028,0.602669788497029,"DHEA",1
"time0 - time12","HCC1143","Control",0.0725140158768674,0.165594278238072,53.0604982206402,0.437901699553985,0.971632291122147,"EPEA",1
"time0 - time18","HCC1143","Control",-0.0263034405834613,0.17619595828331,56.031827039064,-0.149285152961156,0.998799726021321,"EPEA",1
"time0 - time22","HCC1143","Control",0.233985000288392,0.165594278238073,53.0604982206399,1.41300172190729,0.496995943388093,"EPEA",1
"time12 - time18","HCC1143","Control",-0.0988174564603287,0.17619595828331,56.0318270390646,-0.560838383712739,0.94318715674764,"EPEA",1
"time12 - time22","HCC1143","Control",0.161470984411525,0.165594278238073,53.0604982206406,0.975100022353308,0.764127621566645,"EPEA",1
"time18 - time22","HCC1143","Control",0.260288440871853,0.17619595828331,56.0318270390646,1.47726680797825,0.457830598583651,"EPEA",1
"time0 - time12","HCC38","Control",-0.0304006186889986,0.165594278238073,53.0604982206406,-0.183584958444591,0.997776230440454,"EPEA",1
"time0 - time18","HCC38","Control",-0.373249722222226,0.165594278238073,53.0604982206404,-2.25400132295398,0.122160622035121,"EPEA",0.327494433540964
"time0 - time22","HCC38","Control",-0.264385618977463,0.165594278238073,53.0604982206406,-1.59658668035232,0.389294517550739,"EPEA",0.772458412777845
"time12 - time18","HCC38","Control",-0.342849103533227,0.165594278238073,53.0604982206406,-2.07041636450939,0.176100949745344,"EPEA",0.422642279388825
"time12 - time22","HCC38","Control",-0.233985000288464,0.165594278238073,53.0604982206406,-1.41300172190773,0.496995943387828,"EPEA",0.894592698098091
"time18 - time22","HCC38","Control",0.108864103244763,0.165594278238073,53.0604982206406,0.657414642601663,0.912472373031779,"EPEA",1
"time0 - time12","HCC1143","Migration",0.27397603162914,0.151166202641299,53.0604982206408,1.81241591600508,0.27897701346881,"EPEA",0.913015680443377
"time0 - time18","HCC1143","Migration",-0.0174341738715324,0.151166202641299,53.0604982206408,-0.115331162435176,0.999444197316768,"EPEA",1
"time0 - time22","HCC1143","Migration",0.0536546824812452,0.151166202641299,53.0604982206406,0.354938349602933,0.984501544628843,"EPEA",1
"time12 - time18","HCC1143","Migration",-0.291410205500672,0.151166202641299,53.0604982206406,-1.92774707844026,0.228953920950243,"EPEA",0.801338723325851
"time12 - time22","HCC1143","Migration",-0.220321349147894,0.151166202641299,53.0604982206406,-1.45747756640215,0.470032287668519,"EPEA",1
"time18 - time22","HCC1143","Migration",0.0710888563527776,0.151166202641299,53.0604982206406,0.470269512038109,0.96526376114009,"EPEA",1
"time0 - time12","HCC38","Migration",-0.135630198536164,0.151166202641299,53.0604982206406,-0.897225677210403,0.806293425973966,"EPEA",1
"time0 - time18","HCC38","Migration",-0.194987500240376,0.151166202641299,53.0604982206406,-1.2898881948041,0.573339659522452,"EPEA",1
"time0 - time22","HCC38","Migration",-0.0634702973234813,0.151166202641299,53.0604982206404,-0.41987095140631,0.974843317670833,"EPEA",1
"time12 - time18","HCC38","Migration",-0.0593573017042114,0.151166202641299,53.0604982206404,-0.392662517593698,0.979245877845551,"EPEA",1
"time12 - time22","HCC38","Migration",0.0721599012126832,0.151166202641299,53.0604982206406,0.477354725804093,0.963764269535568,"EPEA",1
"time18 - time22","HCC38","Migration",0.131517202916895,0.151166202641299,53.0604982206404,0.87001724339779,0.820255792476073,"EPEA",1
"time0 - time12","HCC1143","Control",0.92359551158991,0.434995951188208,53.0284833397133,2.12322783480415,0.159024684726059,"FA22.5_w3",0.500927756887086
"time0 - time18","HCC1143","Control",1.37492262707025,0.465248722814533,55.2570134569648,2.95524213103182,0.0230697039808915,"FA22.5_w3",0.0960326641948363
"time0 - time22","HCC1143","Control",1.89319489290091,0.434995951188208,53.0284833397123,4.35221267630095,0.000351274541277369,"FA22.5_w3",0.00205863219539295
"time12 - time18","HCC1143","Control",0.451327115480345,0.465248722814533,55.2570134569644,0.970077064908488,0.766920034549911,"FA22.5_w3",1
"time12 - time22","HCC1143","Control",0.969599381310999,0.434995951188208,53.0284833397123,2.2289848414968,0.128641044726813,"FA22.5_w3",0.410348649001985
"time18 - time22","HCC1143","Control",0.518272265830654,0.465248722814533,55.257013456964,1.11396816458808,0.6825419314784,"FA22.5_w3",1
"time0 - time12","HCC38","Control",2.97105156543862,0.434995951188207,53.0284833397116,6.83006717033362,5.02141990210703e-08,"FA22.5_w3",3.41999409548911e-07
"time0 - time18","HCC38","Control",3.77105156543862,0.434995951188207,53.0284833397116,8.66916474771283,5.57806023593344e-11,"FA22.5_w3",5.6226847178209e-10
"time0 - time22","HCC38","Control",4.42511702217538,0.434995951188207,53.0284833397116,10.1727774938778,0,"FA22.5_w3",0
"time12 - time18","HCC38","Control",0.8,0.434995951188208,53.0284833397117,1.83909757737921,0.266833126398524,"FA22.5_w3",0.589841647828315
"time12 - time22","HCC38","Control",1.45406545673676,0.434995951188208,53.0284833397117,3.34271032354423,0.00807262035065148,"FA22.5_w3",0.0299161812994731
"time18 - time22","HCC38","Control",0.654065456736763,0.434995951188208,53.0284833397117,1.50361274616501,0.442590333143682,"FA22.5_w3",0.826168621868206
"time0 - time12","HCC1143","Migration",0.853048705504482,0.397095158148662,53.0284833397116,2.14822237944569,0.151390889891639,"FA22.5_w3",0.552905858734682
"time0 - time18","HCC1143","Migration",1.42717951261663,0.397095158148662,53.0284833397116,3.59404914245349,0.00386733197054223,"FA22.5_w3",0.0203034928453467
"time0 - time22","HCC1143","Migration",1.32968576249644,0.397095158148662,53.0284833397114,3.34853179448397,0.00793928887421824,"FA22.5_w3",0.0363763781145999
"time12 - time18","HCC1143","Migration",0.574130807112149,0.397095158148662,53.0284833397117,1.4458267630078,0.477055593442506,"FA22.5_w3",1
"time12 - time22","HCC1143","Migration",0.476637056991957,0.397095158148662,53.0284833397117,1.20030941503829,0.629362475027217,"FA22.5_w3",1
"time18 - time22","HCC1143","Migration",-0.0974937501201925,0.397095158148662,53.0284833397117,-0.245517347969509,0.994736465230842,"FA22.5_w3",1
"time0 - time12","HCC38","Migration",2.72943619916229,0.397095158148662,53.0284833397117,6.87350662215946,4.27566977379001e-08,"FA22.5_w3",3.07848223712881e-07
"time0 - time18","HCC38","Migration",2.99359661594915,0.397095158148662,53.0284833397117,7.53873864870551,3.64409058484227e-09,"FA22.5_w3",2.86972133556329e-08
"time0 - time22","HCC38","Migration",3.7788771498027,0.397095158148663,53.0284833397117,9.51630124985806,8.1290529863054e-13,"FA22.5_w3",1.02426067627448e-11
"time12 - time18","HCC38","Migration",0.26416041678686,0.397095158148662,53.0284833397116,0.665232026546052,0.909666866725823,"FA22.5_w3",1
"time12 - time22","HCC38","Migration",1.04944095064041,0.397095158148662,53.0284833397119,2.6427946276986,0.051166435710741,"FA22.5_w3",0.138644535474266
"time18 - time22","HCC38","Migration",0.785280533853553,0.397095158148663,53.0284833397121,1.97756260115255,0.209377589043529,"FA22.5_w3",0.479665022172449
"time0 - time12","HCC1143","Control",0.353510782799941,0.470404279852276,53.0220698839574,0.751504180427432,0.875619158997524,"FA22.5_w6",1
"time0 - time18","HCC1143","Control",0.703414890678471,0.503769198082139,55.0269585237323,1.39630388947238,0.507030261269787,"FA22.5_w6",1
"time0 - time22","HCC1143","Control",1.26595926764416,0.470404279852276,53.0220698839574,2.69121545416576,0.0455254107326775,"FA22.5_w6",0.159338937564371
"time12 - time18","HCC1143","Control",0.349904107878529,0.50376919808214,55.0269585237316,0.694572254934645,0.898735100975108,"FA22.5_w6",1
"time12 - time22","HCC1143","Control",0.912448484844219,0.470404279852276,53.0220698839563,1.93971127373833,0.224147917350821,"FA22.5_w6",0.664532649087141
"time18 - time22","HCC1143","Control",0.56254437696569,0.503769198082139,55.0269585237316,1.11667084670383,0.680902242384977,"FA22.5_w6",1
"time0 - time12","HCC38","Control",2.79913576686507,0.470404279852276,53.0220698839556,5.95048958258649,1.28007417177223e-06,"FA22.5_w6",7.1134075154592e-06
"time0 - time18","HCC38","Control",2.79913576686506,0.470404279852276,53.0220698839556,5.95048958258649,1.28007417188325e-06,"FA22.5_w6",7.1134075154592e-06
"time0 - time22","HCC38","Control",4.05150794195621,0.470404279852276,53.0220698839556,8.61282117422174,6.89281964838528e-11,"FA22.5_w6",6.43329833849293e-10
"time12 - time18","HCC38","Control",-2.38697950294409e-15,0.470404279852276,53.0220698839558,-5.07431502046216e-15,1,"FA22.5_w6",1
"time12 - time22","HCC38","Control",1.25237217509114,0.470404279852276,53.0220698839558,2.66233159163525,0.0488219447002226,"FA22.5_w6",0.14823048270429
"time18 - time22","HCC38","Control",1.25237217509114,0.470404279852276,53.0220698839558,2.66233159163525,0.0488219447002221,"FA22.5_w6",0.14823048270429
"time0 - time12","HCC1143","Migration",0.415687389467228,0.429418392036774,53.0220698839562,0.968024186145316,0.768082738735822,"FA22.5_w6",1
"time0 - time18","HCC1143","Migration",1.05702020722639,0.429418392036774,53.0220698839562,2.46151591740828,0.0779716750569157,"FA22.5_w6",0.297710032035496
"time0 - time22","HCC1143","Migration",1.06006215798576,0.429418392036774,53.022069883956,2.46859980299814,0.0767365486562621,"FA22.5_w6",0.297501696328893
"time12 - time18","HCC1143","Migration",0.641332817759159,0.429418392036774,53.022069883956,1.49349173126296,0.448561278606166,"FA22.5_w6",1
"time12 - time22","HCC1143","Migration",0.64437476851853,0.429418392036774,53.0220698839558,1.50057561685282,0.44437954603956,"FA22.5_w6",1
"time18 - time22","HCC1143","Migration",0.00304195075937061,0.429418392036774,53.022069883956,0.00708388558986106,0.999999870527324,"FA22.5_w6",1
